1000,2,3,12375,1498
1000,2,4,12234,1156
1000,2,5,5044,19952
1000,3,0,499500,1000
1000,3,1,3161,2165
1000,3,2,9990,2275
1000,3,3,12670,1591
1000,3,4,12514,1390
1000,3,5,5721,19952
1100,0,0,604450,1100
1100,0,1,302426,301332
1100,0,2,1173732,313618
1100,0,3,18801,3188
1100,0,4,17679,2901
1100,0,5,9739,22304
1100,1,0,604450,1100
1100,1,1,1099,0
1100,1,2,1099,0
1100,1,3,13481,1386
1100,1,4,13309,530
1100,1,5,5420,22304
1100,2,0,604450,1100
1100,2,1,604450,604450
1100,2,2,1208900,604450
1100,2,3,13727,1746
1100,2,4,14189,1632
1100,2,5,5732,22304
1100,3,0,604450,1100
1100,3,1,3548,2451
1100,3,2,10990,2438
1100,3,3,13643,1717
1100,3,4,14345,1556
1100,3,5,6378,22304
1200,0,0,719400,1200
1200,0,1,345173,343979
1200,0,2,1360865,346875
1200,0,3,20940,3479
1200,0,4,20828,3168
1200,0,5,10790,24704
1200,1,0,719400,1200
1200,1,1,1199,0
1200,1,2,1199,0
1200,1,3,15875,1514
1200,1,4,14358,564
1200,1,5,5920,24704
1200,2,0,719400,1200
1200,2,1,719400,719400
1200,2,2,1438800,719400
1200,2,3,15931,1800
1200,2,4,15629,1792
1200,2,5,6432,24704
1200,3,0,719400,1200
1200,3,1,3951,2753
1200,3,2,11990,2742
1200,3,3,15957,1901
1200,3,4,16626,1663
1200,3,5,6995,24704
1300,0,0,844350,1300
1300,0,1,438698,437406
1300,0,2,1600368,429150
1300,0,3,23780,3777
1300,0,4,22202,3521
1300,0,5,11838,27104
1300,1,0,844350,1300
1300,1,1,1299,0
1300,1,2,1299,0
1300,1,3,15703,1646
1300,1,4,14946,622
1300,1,5,6480,27104
1300,2,0,844350,1300
1300,2,1,844350,844350
1300,2,2,1688700,844350
1300,2,3,16792,1958
1300,2,4,17825,1376
1300,2,5,7072,27104
1300,3,0,844350,1300
1300,3,1,4214,2916
1300,3,2,12990,2897
1300,3,3,18186,2067
1300,3,4,15512,1793
1300,3,5,7706,27104
1400,0,0,979300,1400
1400,0,1,489256,487865
1400,0,2,1885852,501261
1400,0,3,23797,4109
1400,0,4,24396,3777
1400,0,5,12935,29504
1400,1,0,979300,1400
1400,1,1,1399,0
1400,1,2,1399,0
1400,1,3,16480,1770
1400,1,4,14976,668
1400,1,5,7044,29504
1400,2,0,979300,1400
1400,2,1,979300,979300
1400,2,2,1958600,979300
1400,2,3,18167,2204
1400,2,4,18867,1954
1400,2,5,7708,29504
1400,3,0,979300,1400
1400,3,1,4584,3186
1400,3,2,13990,3211
1400,3,3,20917,2167
1400,3,4,18821,1952
1400,3,5,8339,29504
1500,0,0,1124250,1500
1500,0,1,551037,549545
1500,0,2,2197534,589347
1500,0,3,27069,4376
1500,0,4,25756,4131
1500,0,5,13979,31904
1500,1,0,1124250,1500
1500,1,1,1499,0
1500,1,2,1499,0
1500,1,3,18146,1900
1500,1,4,16313,710
1500,1,5,7664,31904
1500,2,0,1124250,1500
1500,2,1,1124250,1124250
1500,2,2,2248500,1124250
1500,2,3,18996,2254
1500,2,4,18582,2208
1500,2,5,8288,31904
1500,3,0,1124250,1500
1500,3,1,4855,3360
1500,3,2,14990,3405
1500,3,3,19703,2373
1500,3,4,19507,2069
1500,3,5,9059,31904
1600,0,0,1279200,1600
1600,0,1,650088,648497
1600,0,2,2438475,638321
1600,0,3,27788,4752
1600,0,4,27949,4408
1600,0,5,15049,34304
1600,1,0,1279200,1600
1600,1,1,1599,0
1600,1,2,1599,0
1600,1,3,19925,2026
1600,1,4,19866,780
1600,1,5,8256,34304
1600,2,0,1279200,1600
1600,2,1,1279200,1279200
1600,2,2,2558400,1279200
1600,2,3,23989,2420
1600,2,4,20734,2382
1600,2,5,8896,34304
1600,3,0,1279200,1600
1600,3,1,5190,3591
1600,3,2,15990,3491
1600,3,3,23151,2529
1600,3,4,20428,2303
1600,3,5,9722,34304
1700,0,0,1444150,1700
1700,0,1,728151,726459
1700,0,2,2776166,733843
1700,0,3,29909,5065
1700,0,4,31319,4713
1700,0,5,16139,36704
1700,1,0,1444150,1700
1700,1,1,1699,0
1700,1,2,1699,0
1700,1,3,20834,2164
1700,1,4,19628,816
1700,1,5,8836,36704
1700,2,0,1444150,1700
1700,2,1,1444150,1444150
1700,2,2,2888300,1444150
1700,2,3,24894,2570
1700,2,4,21902,2442
1700,2,5,9516,36704
1700,3,0,1444150,1700
1700,3,1,5486,3787
1700,3,2,16990,3798
1700,3,3,23587,2676
1700,3,4,20868,2350
1700,3,5,10322,36704
1800,0,0,1619100,1800
1800,0,1,820243,818451
1800,0,2,3078089,799250
1800,0,3,34843,5337
1800,0,4,32582,5017
1800,0,5,17254,39104
1800,1,0,1619100,1800
1800,1,1,1799,0
1800,1,2,1799,0
1800,1,3,21662,2264
1800,1,4,20697,860
1800,1,5,9508,39104
1800,2,0,1619100,1800
1800,2,1,1619100,1619100
1800,2,2,3238200,1619100
1800,2,3,24442,2758
1800,2,4,23567,2588
1800,2,5,10044,39104
1800,3,0,1619100,1800
1800,3,1,5713,3917
1800,3,2,17990,4124
1800,3,3,25823,2846
1800,3,4,24325,2521
1800,3,5,11096,39104
1900,0,0,1804050,1900
1900,0,1,928978,927090
1900,0,2,3581514,901704
1900,0,3,36827,5718
1900,0,4,33935,5238
1900,0,5,18340,41504
1900,1,0,1804050,1900
1900,1,1,1899,0
1900,1,2,1899,0
1900,1,3,22769,2390
1900,1,4,22667,910
1900,1,5,10144,41504
1900,2,0,1804050,1900
1900,2,1,1804050,1804050
1900,2,2,3608100,1804050
1900,2,3,25705,2882
1900,2,4,28555,2220
1900,2,5,10608,41504
1900,3,0,1804050,1900
1900,3,1,6228,4331
1900,3,2,18990,4146
1900,3,3,28979,3003
1900,3,4,26284,2603
1900,3,5,11789,41504
2000,0,0,1999000,2000
2000,0,1,1004109,1002114
2000,0,2,3830084,1021163
2000,0,3,38653,6048
2000,0,4,35555,5713
2000,0,5,19381,43904
2000,1,0,1999000,2000
2000,1,1,1999,0
2000,1,2,1999,0
2000,1,3,25914,2536
2000,1,4,26433,960
2000,1,5,10864,43904
2000,2,0,1999000,2000
2000,2,1,1999000,1999000
2000,2,2,3998000,1999000
2000,2,3,28217,3054
2000,2,4,27956,2294
2000,2,5,11088,43904
2000,3,0,1999000,2000
2000,3,1,6607,4612
2000,3,2,19990,4530
2000,3,3,28899,3133
2000,3,4,27166,2739
2000,3,5,12451,43904
2100,0,0,2203950,2100
2100,0,1,1078680,1076586
2100,0,2,4288257,1105764
2100,0,3,42530,6337
2100,0,4,37082,6007
2100,0,5,20525,46408
2100,1,0,2203950,2100
2100,1,1,2099,0
2100,1,2,2099,0
2100,1,3,29130,2656
2100,1,4,27104,1028
2100,1,5,11456,46408
2100,2,0,2203950,2100
2100,2,1,2203950,2203950
2100,2,2,4407900,2203950
2100,2,3,31558,3152
2100,2,4,31475,2358
2100,2,5,11748,46408
2100,3,0,2203950,2100
2100,3,1,6799,4700
2100,3,2,20990,4662
2100,3,3,30668,3306
2100,3,4,28657,2922
2100,3,5,13148,46408
2200,0,0,2418900,2200
2200,0,1,1197977,1195786
2200,0,2,4776228,1250544
2200,0,3,43379,6741
2200,0,4,40800,6284
2200,0,5,21638,49008
2200,1,0,2418900,2200
2200,1,1,2199,0
2200,1,2,2199,0
2200,1,3,28575,2800
2200,1,4,26931,1060
2200,1,5,11940,49008
2200,2,0,2418900,2200
2200,2,1,2418900,2418900
2200,2,2,4837800,2418900
2200,2,3,32514,3306
2200,2,4,31890,3260
2200,2,5,12564,49008
2200,3,0,2418900,2200
2200,3,1,7109,4912
2200,3,2,21990,5067
2200,3,3,29303,3490
2200,3,4,30857,3134
2200,3,5,13836,49008
2300,0,0,2643850,2300
2300,0,1,1300113,1297821
2300,0,2,5198039,1353239
2300,0,3,42737,7218
2300,0,4,43083,6586
2300,0,5,22776,51608
2300,1,0,2643850,2300
2300,1,1,2299,0
2300,1,2,2299,0
2300,1,3,30408,2946
2300,1,4,28594,1078
2300,1,5,12512,51608
2300,2,0,2643850,2300
2300,2,1,2643850,2643850
2300,2,2,5287700,2643850
2300,2,3,33829,3460
2300,2,4,31882,3308
2300,2,5,13292,51608
2300,3,0,2643850,2300
2300,3,1,7542,5245
2300,3,2,22990,5106
2300,3,3,33771,3653
2300,3,4,33671,3165
2300,3,5,14549,51608
2400,0,0,2878800,2400
2400,0,1,1436925,1434534
2400,0,2,5584872,1428059
2400,0,3,46262,7360
2400,0,4,45447,6985
2400,0,5,24023,54208
2400,1,0,2878800,2400
2400,1,1,2399,0
2400,1,2,2399,0
2400,1,3,31439,3042
2400,1,4,28737,1198
2400,1,5,13040,54208
2400,2,0,2878800,2400
2400,2,1,2878800,2878800
2400,2,2,5757600,2878800
2400,2,3,34912,3788
2400,2,4,33540,3570
2400,2,5,14064,54208
2400,3,0,2878800,2400
2400,3,1,7778,5383
2400,3,2,23990,5307
2400,3,3,35173,3778
2400,3,4,32217,3298
2400,3,5,15274,54208
2500,0,0,3123750,2500
2500,0,1,1569551,1567058
2500,0,2,6142542,1524103
2500,0,3,50319,7668
2500,0,4,46231,7298
2500,0,5,25112,56808
2500,1,0,3123750,2500
2500,1,1,2499,0
2500,1,2,2499,0
2500,1,3,33292,3164
2500,1,4,31547,1216
2500,1,5,13652,56808
2500,2,0,3123750,2500
2500,2,1,3123750,3123750
2500,2,2,6247500,3123750
2500,2,3,39333,3748
2500,2,4,34329,3730
2500,2,5,14752,56808
2500,3,0,3123750,2500
2500,3,1,8144,5646
2500,3,2,24990,5620
2500,3,3,36435,3917
2500,3,4,36148,3452
2500,3,5,15907,56808
2600,0,0,3378700,2600
2600,0,1,1648404,1645813
2600,0,2,6458515,1696906
2600,0,3,52665,8137
2600,0,4,49440,7522
2600,0,5,26274,59408
2600,1,0,3378700,2600
2600,1,1,2599,0
2600,1,2,2599,0
2600,1,3,33814,3262
2600,1,4,32042,1222
2600,1,5,14260,59408
2600,2,0,3378700,2600
2600,2,1,3378700,3378700
2600,2,2,6757400,3378700
2600,2,3,38543,4000
2600,2,4,39577,3172
2600,2,5,15444,59408
2600,3,0,3378700,2600
2600,3,1,8353,5758
2600,3,2,25990,5846
2600,3,3,37379,4083
2600,3,4,37643,3523
2600,3,5,16692,59408
2700,0,0,3643650,2700
2700,0,1,1799535,1796845
2700,0,2,7041691,1790622
2700,0,3,54023,8420
2700,0,4,52109,7829
2700,0,5,27388,62008
2700,1,0,3643650,2700
2700,1,1,2699,0
2700,1,2,2699,0
2700,1,3,42591,3430
2700,1,4,37133,1278
2700,1,5,14840,62008
2700,2,0,3643650,2700
2700,2,1,3643650,3643650
2700,2,2,7287300,3643650
2700,2,3,39295,4556
2700,2,4,38474,3672
2700,2,5,16164,62008
2700,3,0,3643650,2700
2700,3,1,8695,5998
2700,3,2,26990,6131
2700,3,3,40759,4269
2700,3,4,35711,3827
2700,3,5,17353,62008
2800,0,0,3918600,2800
2800,0,1,1906869,1904077
2800,0,2,7739235,1966783
2800,0,3,56046,8841
2800,0,4,51373,8280
2800,0,5,28615,64608
2800,1,0,3918600,2800
2800,1,1,2799,0
2800,1,2,2799,0
2800,1,3,37262,3530
2800,1,4,36749,1354
2800,1,5,15488,64608
2800,2,0,3918600,2800
2800,2,1,3918600,3918600
2800,2,2,7837200,3918600
2800,2,3,42263,4210
2800,2,4,41076,4168
2800,2,5,16816,64608
2800,3,0,3918600,2800
2800,3,1,9094,6299
2800,3,2,27990,6225
2800,3,3,42559,4408
2800,3,4,41107,4021
2800,3,5,18042,64608
2900,0,0,4203550,2900
2900,0,1,2106837,2103942
2900,0,2,8218665,2159343
2900,0,3,58269,9120
2900,0,4,58992,8631
2900,0,5,29765,67208
2900,1,0,4203550,2900
2900,1,1,2899,0
2900,1,2,2899,0
2900,1,3,38502,3646
2900,1,4,39909,1366
2900,1,5,16120,67208
2900,2,0,4203550,2900
2900,2,1,4203550,4203550
2900,2,2,8407100,4203550
2900,2,3,44677,4624
2900,2,4,44476,4298
2900,2,5,17484,67208
2900,3,0,4203550,2900
2900,3,1,9252,6357
2900,3,2,28990,6653
2900,3,3,47255,4604
2900,3,4,44720,4023
2900,3,5,18728,67208
3000,0,0,4498500,3000
3000,0,1,2231966,2228970
3000,0,2,8670109,2265620
3000,0,3,60178,9568
3000,0,4,60332,8848
3000,0,5,30924,69808
3000,1,0,4498500,3000
3000,1,1,2999,0
3000,1,2,2999,0
3000,1,3,38816,3808
3000,1,4,42193,1438
3000,1,5,16828,69808
3000,2,0,4498500,3000
3000,2,1,4498500,4498500
3000,2,2,8997000,4498500
3000,2,3,45248,4872
3000,2,4,41971,4006
3000,2,5,18076,69808
3000,3,0,4498500,3000
3000,3,1,9790,6792
3000,3,2,29990,6690
3000,3,3,44866,4786
3000,3,4,43289,4171
3000,3,5,19638,69808
3100,0,0,4803450,3100
3100,0,1,2446744,2443652
3100,0,2,9312495,2410831
3100,0,3,60944,9926
3100,0,4,58945,9385
3100,0,5,32133,72408
3100,1,0,4803450,3100
3100,1,1,3099,0
3100,1,2,3099,0
3100,1,3,44461,3960
3100,1,4,38079,1460
3100,1,5,17528,72408
3100,2,0,4803450,3100
3100,2,1,4803450,4803450
3100,2,2,9606900,4803450
3100,2,3,46839,4696
3100,2,4,46469,3324
3100,2,5,18676,72408
3100,3,0,4803450,3100
3100,3,1,9937,6840
3100,3,2,30990,7005
3100,3,3,46080,4912
3100,3,4,43948,4268
3100,3,5,20341,72408
3200,0,0,5118400,3200
3200,0,1,2594142,2590954
3200,0,2,10198412,2483296
3200,0,3,64067,10248
3200,0,4,65345,9474
3200,0,5,33300,75008
3200,1,0,5118400,3200
3200,1,1,3199,0
3200,1,2,3199,0
3200,1,3,44693,4030
3200,1,4,38877,1536
3200,1,5,18112,75008
3200,2,0,5118400,3200
3200,2,1,5118400,5118400
3200,2,2,10236800,5118400
3200,2,3,47955,4798
3200,2,4,48487,4162
3200,2,5,19392,75008
3200,3,0,5118400,3200
3200,3,1,10274,7077
3200,3,2,31990,7428
3200,3,3,48275,5054
3200,3,4,46851,4497
3200,3,5,21026,75008
3300,0,0,5443350,3300
3300,0,1,2725442,2722153
3300,0,2,10672265,2636449
3300,0,3,66021,10632
3300,0,4,68904,9772
3300,0,5,34430,77608
3300,1,0,5443350,3300
3300,1,1,3299,0
3300,1,2,3299,0
3300,1,3,45644,4202
3300,1,4,42024,1556
3300,1,5,18728,77608
3300,2,0,5443350,3300
3300,2,1,5443350,5443350
3300,2,2,10886700,5443350
3300,2,3,50242,4968
3300,2,4,50156,4646
3300,2,5,20076,77608
3300,3,0,5443350,3300
3300,3,1,10681,7383
3300,3,2,32990,7482
3300,3,3,48902,5185
3300,3,4,47126,4578
3300,3,5,21763,77608
3400,0,0,5778300,3400
3400,0,1,2875460,2872069
3400,0,2,11155518,2937289
3400,0,3,71776,10917
3400,0,4,67730,10161
3400,0,5,35629,80208
3400,1,0,5778300,3400
3400,1,1,3399,0
3400,1,2,3399,0
3400,1,3,43734,4272
3400,1,4,43081,1582
3400,1,5,19372,80208
3400,2,0,5778300,3400
3400,2,1,5778300,5778300
3400,2,2,11556600,5778300
3400,2,3,52300,5160
3400,2,4,51048,5076
3400,2,5,20732,80208
3400,3,0,5778300,3400
3400,3,1,11077,7681
3400,3,2,33990,7533
3400,3,3,50533,5351
3400,3,4,48493,4708
3400,3,5,22373,80208
3500,0,0,6123250,3500
3500,0,1,3052757,3049261
3500,0,2,11872107,3097961
3500,0,3,69875,11399
3500,0,4,74373,10448
3500,0,5,36812,82808
3500,1,0,6123250,3500
3500,1,1,3499,0
3500,1,2,3499,0
3500,1,3,52255,4404
3500,1,4,51489,1676
3500,1,5,20064,82808
3500,2,0,6123250,3500
3500,2,1,6123250,6123250
3500,2,2,12246500,6123250
3500,2,3,51094,5272
3500,2,4,57821,5242
3500,2,5,21340,82808
3500,3,0,6123250,3500
3500,3,1,11266,7769
3500,3,2,34990,7801
3500,3,3,50682,5617
3500,3,4,50012,4933
3500,3,5,23228,82808
3600,0,0,6478200,3600
3600,0,1,3189495,3185903
3600,0,2,12891618,3218748
3600,0,3,74667,11636
3600,0,4,72243,10861
3600,0,5,38026,85408
3600,1,0,6478200,3600
3600,1,1,3599,0
3600,1,2,3599,0
3600,1,3,50041,4548
3600,1,4,46693,1694
3600,1,5,20816,85408
3600,2,0,6478200,3600
3600,2,1,6478200,6478200
3600,2,2,12956400,6478200
3600,2,3,53253,5418
3600,2,4,55495,5160
3600,2,5,21888,85408
3600,3,0,6478200,3600
3600,3,1,11612,8014
3600,3,2,35990,8056
3600,3,3,60219,5696
3600,3,4,53455,4954
3600,3,5,23972,85408
3700,0,0,6843150,3700
3700,0,1,3466612,3462920
3700,0,2,13445865,3466299
3700,0,3,74022,12049
3700,0,4,73983,11155
3700,0,5,39304,88008
3700,1,0,6843150,3700
3700,1,1,3699,0
3700,1,2,3699,0
3700,1,3,52406,4676
3700,1,4,48281,1752
3700,1,5,21468,88008
3700,2,0,6843150,3700
3700,2,1,6843150,6843150
3700,2,2,13686300,6843150
3700,2,3,54428,5588
3700,2,4,59176,4360
3700,2,5,22536,88008
3700,3,0,6843150,3700
3700,3,1,11966,8268
3700,3,2,36990,8388
3700,3,3,59863,5846
3700,3,4,56594,5253
3700,3,5,24578,88008
3800,0,0,7218100,3800
3800,0,1,3659389,3655597
3800,0,2,14299436,3637166
3800,0,3,76273,12449
3800,0,4,80163,11415
3800,0,5,40386,90608
3800,1,0,7218100,3800
3800,1,1,3799,0
3800,1,2,3799,0
3800,1,3,54415,4756
3800,1,4,56353,1818
3800,1,5,22188,90608
3800,2,0,7218100,3800
3800,2,1,7218100,7218100
3800,2,2,14436200,7218100
3800,2,3,59999,6312
3800,2,4,57408,5168
3800,2,5,23116,90608
3800,3,0,7218100,3800
3800,3,1,12243,8448
3800,3,2,37990,8439
3800,3,3,58683,5993
3800,3,4,56544,5364
3800,3,5,25397,90608
3900,0,0,7603050,3900
3900,0,1,3769293,3765405
3900,0,2,14866887,3706394
3900,0,3,83391,12577
3900,0,4,78083,11853
3900,0,5,41638,93208
3900,1,0,7603050,3900
3900,1,1,3899,0
3900,1,2,3899,0
3900,1,3,59510,4986
3900,1,4,56835,1914
3900,1,5,22940,93208
3900,2,0,7603050,3900
3900,2,1,7603050,7603050
3900,2,2,15206100,7603050
3900,2,3,65128,5948
3900,2,4,57183,5848
3900,2,5,23664,93208
3900,3,0,7603050,3900
3900,3,1,12524,8628
3900,3,2,38990,8763
3900,3,3,69474,6172
3900,3,4,56934,5395
3900,3,5,26123,93208
4000,0,0,7998000,4000
4000,0,1,4034608,4030616
4000,0,2,15844038,3951478
4000,0,3,84325,13049
4000,0,4,79587,12150
4000,0,5,42893,95808
4000,1,0,7998000,4000
4000,1,1,3999,0
4000,1,2,3999,0
4000,1,3,55005,5036
4000,1,4,54840,1938
4000,1,5,23728,95808
4000,2,0,7998000,4000
4000,2,1,7998000,7998000
4000,2,2,15996000,7998000
4000,2,3,60133,6292
4000,2,4,60677,5560
4000,2,5,24176,95808
4000,3,0,7998000,4000
4000,3,1,13099,9103
4000,3,2,39990,8936
4000,3,3,61087,6328
4000,3,4,62201,5467
4000,3,5,26953,95808
4100,0,0,8402950,4100
4100,0,1,4236851,4232756
4100,0,2,16346812,4262418
4100,0,3,83260,13518
4100,0,4,81378,12694
4100,0,5,44042,98416
4100,1,0,8402950,4100
4100,1,1,4099,0
4100,1,2,4099,0
4100,1,3,61448,5186
4100,1,4,55115,1924
4100,1,5,24584,98416
4100,2,0,8402950,4100
4100,2,1,8402950,8402950
4100,2,2,16805900,8402950
4100,2,3,64995,6322
4100,2,4,63911,5878
4100,2,5,24624,98416
4100,3,0,8402950,4100
4100,3,1,13131,9033
4100,3,2,40990,9384
4100,3,3,61992,6473
4100,3,4,57752,5678
4100,3,5,27852,98416
4200,0,0,8817900,4200
4200,0,1,4405464,4401269
4200,0,2,17194905,4461446
4200,0,3,94953,13531
4200,0,4,89238,12713
4200,0,5,45253,101216
4200,1,0,8817900,4200
4200,1,1,4199,0
4200,1,2,4199,0
4200,1,3,64428,5334
4200,1,4,55343,1992
4200,1,5,25012,101216
4200,2,0,8817900,4200
4200,2,1,8817900,8817900
4200,2,2,17635800,8817900
4200,2,3,70557,6402
4200,2,4,63831,5520
4200,2,5,25596,101216
4200,3,0,8817900,4200
4200,3,1,13595,9397
4200,3,2,41990,9495
4200,3,3,69632,6665
4200,3,4,59727,5886
4200,3,5,28381,101216
4300,0,0,9242850,4300
4300,0,1,4670612,4666323
4300,0,2,18042903,4716463
4300,0,3,89570,14090
4300,0,4,92861,13013
4300,0,5,46483,104016
4300,1,0,9242850,4300
4300,1,1,4299,0
4300,1,2,4299,0
4300,1,3,63103,5458
4300,1,4,60025,2060
4300,1,5,25528,104016
4300,2,0,9242850,4300
4300,2,1,9242850,9242850
4300,2,2,18485700,9242850
4300,2,3,66134,6534
4300,2,4,64077,6076
4300,2,5,26480,104016
4300,3,0,9242850,4300
4300,3,1,14122,9826
4300,3,2,42990,9571
4300,3,3,69737,6794
4300,3,4,64872,5897
4300,3,5,29030,104016
4400,0,0,9677800,4400
4400,0,1,4841980,4837585
4400,0,2,19170842,4796854
4400,0,3,91767,14593
4400,0,4,88518,13738
4400,0,5,47722,106816
4400,1,0,9677800,4400
4400,1,1,4399,0
4400,1,2,4399,0
4400,1,3,63297,5564
4400,1,4,58094,2094
4400,1,5,26080,106816
4400,2,0,9677800,4400
4400,2,1,9677800,9677800
4400,2,2,19355600,9677800
4400,2,3,67137,6670
4400,2,4,66286,6306
4400,2,5,27328,106816
4400,3,0,9677800,4400
4400,3,1,14157,9761
4400,3,2,43990,9896
4400,3,3,65404,6965
4400,3,4,64089,6082
4400,3,5,29865,106816
4500,0,0,10122750,4500
4500,0,1,5016033,5011538
4500,0,2,19773105,5153063
4500,0,3,93397,14934
4500,0,4,90363,14113
4500,0,5,49066,109616
4500,1,0,10122750,4500
4500,1,1,4499,0
4500,1,2,4499,0
4500,1,3,69630,5638
4500,1,4,63136,2172
4500,1,5,26660,109616
4500,2,0,10122750,4500
4500,2,1,10122750,10122750
4500,2,2,20245500,10122750
4500,2,3,70958,6752
4500,2,4,71107,5780
4500,2,5,28148,109616
4500,3,0,10122750,4500
4500,3,1,14692,10194
4500,3,2,44990,10015
4500,3,3,68003,7102
4500,3,4,65833,6186
4500,3,5,30616,109616
4600,0,0,10577700,4600
4600,0,1,5305986,5301395
